Assistance,Agency,Address,City,State,Zip,County,Services,Eligibility,Hours,Phone,Website,Latitude,Longitude
Food Pantry,PIKES PEAK PARK BAPTIST CHURCH,3725 El Morro Rd,Colorado Springs,CO,80910,EL PASO COUNTY,Offers food baskets to those in need.,No restrictions applied Area Served:  El Paso County,"Monday - Thursday, 9 a.m. - 4 p.m.; Thursday, 11:...",(719) 597-9004,http://pikespeakparkbaptistchurch.org/support,38.8003083,-104.7599491
Fresh Food Pantry,NEW PEARL CHRUCH,2601 W Hampden Ave Unit B & C,Englewood,CO,80110,ARAPAHOE COUNTY,"Offers a food pantry that gives clients access to healthy and nutritious foods, including:Fresh meat Produce Vegetables",Must be aged 15 and older Area Served: Arapahoe County,"Thursday, 5 p.m. - 7 p.m.; Saturday, 12 p.m. - 1 ...",(720) 271-3843,http://thedenverpearl.org,39.652934,-104.95713
Supplemental Food Box Program,GRACE BIBLE FELLOWSHIP,15559 County Rd 2,Brighton,CO,80603,WELD COUNTY,Provides supplemental food boxes via drive-through that may contain: Protein Dairy Produce Refrigerated items Dry goods Bread Dessert,"No restrictions applied Area Served: Cities of Brighton, Lochbuie, Fort Lupton, Adams, Weld counties","Tuesday, 9:30 a.m. - 12:30 p.m.",(303) 659-6487,http://wearegrace.com,40.00054,-104.762674
Client Choice Food Pantry,CARE AND SHARE FOOD BANK,1520 Verde Dr,Colorado Springs,CO,80910,EL PASO COUNTY,Offers a food pantry where clients can browse and choose food in a grocery-style setting.,Residents of the service area Area Served: El Paso County,"Monday, Thursday, 2 p.m. - 6 p.m.",(719) 888-6851,http://sunnysidemarket.org,38.8106719,-104.7705282
"Food, Clothing, and Housewares",COMMUNITY OUTREACH CENTER,1100 11th Ave,Greeley,CO,80631,WELD COUNTY,"Provides assistance to community members in need, including: Food Small housewares Clothing",Residents of the service area Area Served: Weld County,"Monday - Thursday, 8:30 a.m. - 4:30 p.m.",(970) 353-9242,http://cocgreeley.com,40.421074,-104.696156
Food Pantry,FATHER DYER UNITED METHODIST CHURCH,310 Wellington Rd,Breckenridge,CO,80424,SUMMIT COUNTY,Provides food for individuals and families in need.,No restrictions applied Area Served: Summit County,"Monday, Wednesday - Friday, 9 a.m. - 2 p.m.; Sund...",(970) 453-2250,http://fatherdyer.church/foodpantry,39.4860023,-106.0405125
Food Pantry and Commodities,LAS ANIMAS HELPING HANDS,746 Bent Ave,Las Animas,CO,81054,BENT COUNTY,Emergency food and USDA Commodities for residents in need.,Residents of Bent County Area Served:  Bent County,"Monday, 8 a.m - 10 a.m. (Food Pantry); 2nd Monday...",(719) 468-3396,http://www.lasanimashelpinghands.org,38.0654101,-103.2197979
Mobile Food Pantry,FOOD BANK OF THE ROCKIES,3241 F 1/4 Rd,Clifton,CO,81520,MESA COUNTY,Provides food to communities by sending semi-trucks to set locations and distributing food for 1-2 hours.,"No restrictions applied Area Served:  Adams, Arapahoe, Delta, Denver, Douglas, Eagle, Elbert, Garfield, Gilpin, Grand, Ja...","4th Saturday, 9 a.m. - 11 a.m.",(303) 375-5853,http://foodbankrockies.org,39.0945871,-108.4512434
Mobile Food Pantry,FOOD BANK OF THE ROCKIES,Gunnison River Dr.,Delta,CO,81416,DELTA COUNTY,Provides food to communities by sending semi-trucks to set locations and distributing food for 1-2 hours.,"No restrictions applied Area Served: Adams, Arapahoe, Delta, Denver, Douglas, Eagle, Elbert, Garfield, Gilpin, Grand, Ja...","3rd Wednesday, 1 p.m. - 3 p.m. (Fall, Winter, Spr...",(303) 375-5853,http://foodbankrockies.org,38.7487914,-108.0712291
Mobile Food Pantry,FOOD BANK OF THE ROCKIES,218 E Valley Rd,Carbondale,CO,81623,EAGLE COUNTY,Provides food to communities by sending semi-trucks to set locations and distributing food for 1-2 hours.,"No restrictions applied Area Served: Adams, Arapahoe, Delta, Denver, Douglas, Eagle, Elbert, Garfield, Gilpin, Grand, Ja...","Tuesday, 8:30 a.m. - 9:30 a.m.",(303) 375-5853,http://foodbankrockies.org,39.394551,-107.101789
Mobile Food Pantry,FOOD BANK OF THE ROCKIES,120 Soccer Field Rd,Glenwood Springs,CO,81601,GARFIELD COUNTY,Provides food to communities by sending semi-trucks to set locations and distributing food for 1-2 hours.,"No restrictions applied Area Served: Adams, Arapahoe, Delta, Denver, Douglas, Eagle, Elbert, Garfield, Gilpin, Grand, Ja...","Saturday, 1:30 p.m. - 3:30 p.m.",(303) 375-5853,http://foodbankrockies.org,39.5621893,-107.3596852
Mobile Food Pantry,FOOD BANK OF THE ROCKIES,550 North Ave,Grand Junction,CO,81501,MESA COUNTY,Provides food to communities by sending semi-trucks to set locations and distributing food for 1-2 hours.,"No restrictions applied Area Served: Adams, Arapahoe, Delta, Denver, Douglas, Eagle, Elbert, Garfield, Gilpin, Grand, Ja...","2nd Tuesday, 4th Thursday, 3 p.m. - 4 p.m.",(303) 375-5853,http://foodbankrockies.org,39.078099,-108.5635834
Mobile Food Pantry,FOOD BANK OF THE ROCKIES,853 Sulphur Creek Rd,Meeker,CO,81641,RIO BLANCO COUNTY,Provides food to communities by sending semi-trucks to set locations and distributing food for 1-2 hours.,"No restrictions applied Area Served: Adams, Arapahoe, Delta, Denver, Douglas, Eagle, Elbert, Garfield, Gilpin, Grand, Ja...","2nd Thursday, 10:30 a.m. - 12 p.m.",(303) 375-5853,http://foodbankrockies.org,40.0448458,-107.9086782
Mobile Food Pantry,FOOD BANK OF THE ROCKIES,2785 US-50,Grand Junction,CO,81503,MESA COUNTY,Provides food to communities by sending semi-trucks to set locations and distributing food for 1-2 hours.,"No restrictions applied Area Served: Adams, Arapahoe, Delta, Denver, Douglas, Eagle, Elbert, Garfield, Gilpin, Grand, Ja...","2nd Monday, 4 p.m. - 6 p.m.",(303) 375-5853,http://foodbankrockies.org,39.0423565,-108.5507822
Mobile Food Pantry,FOOD BANK OF THE ROCKIES,17497 CO-64,Rangely,CO,81648,RIO BLANCO COUNTY,Provides food to communities by sending semi-trucks to set locations and distributing food for 1-2 hours.,"No restrictions applied Area Served: Adams, Arapahoe, Delta, Denver, Douglas, Eagle, Elbert, Garfield, Gilpin, Grand, Ja...","1st Thursday, 1 p.m. - 2:30 p.m.",(303) 375-5853,http://foodbankrockies.org,40.0901128,-108.812164
Mobile Food Pantry,FOOD BANK OF THE ROCKIES,195 14th St,Rifle,CO,81650,GARFIELD COUNTY,Provides food to communities by sending semi-trucks to set locations and distributing food for 1-2 hours.,"No restrictions applied Area Served: Adams, Arapahoe, Delta, Denver, Douglas, Eagle, Elbert, Garfield, Gilpin, Grand, Ja...","Saturday, 10 a.m. - 11 a.m.",(303) 375-5853,http://foodbankrockies.org,39.5415515,-107.785072
Mobile Food Pantry,FOOD BANK OF THE ROCKIES,38700 CO-82,Aspen,CO,81611,PITKIN COUNTY,Provides food to communities by sending semi-trucks to set locations and distributing food for 1-2 hours.,"No restrictions applied Area Served: Adams, Arapahoe, Delta, Denver, Douglas, Eagle, Elbert, Garfield, Gilpin, Grand, Ja...","2nd, 4th Tuesday, 5:30 p.m. - 6:30 p.m.",(303) 375-5853,http://foodbankrockies.org,39.1959654,-106.8408724
Homeless & Runaway Youth Services,MORGAN COUNTY INTERAGENCY OVERSIGHT GROUP,815 W Platte Ave,Fort Morgan,CO,80701,MORGAN COUNTY,Provides services to unaccompanied homeless/runaway youth. Services include: Food Clothing Hygiene items,Unaccompanied youth aged 12-18 years Area Served: Morgan County,"Monday - Friday, 8 a.m. - 5 p.m.",(970) 467-4214,http://morgancountyiog.com,40.2540921,-103.8121917
Warming Shelter,SANCTUARY CHURCH,1930 W Colorado Ave,Colorado Springs,CO,80904,EL PASO COUNTY,Offers a temporary warming shelter when the temperature drops below 20 degrees. Food is provided and pets are allowed.,No Restrictions Applied Area Served: El Paso County,"Monday - Thursday, 10 a.m. - 2 p.m.",(719) 634-7232,http://thesanctuarywestside.org,38.8429159,-104.8542564
Food Pantry,LIVING GRACE BAPTIST CHURCH,4800 Hill-N-Park Dr,Greeley,CO,80634,WELD COUNTY,Provides a food pantry for those in need in the community.,No restrictions applied Area Served: Weld County,"Monday, 1 p.m. - 4 p.m.; Thursday, 5 p.m. - 6:30 ...",(720) 213-8559,No Website Listed,40.364362,-104.746781
Pet Food Pantry,NOCO HUMANE,1620 42nd St,Evans,CO,80620,WELD COUNTY,Provides pet food for cats and dogs.,No restrictions applied Area Served: Weld County,"Monday - Friday, 12 p.m. - 6 p.m.; Saturday, Sund...",(970) 506-9550,http://nocohumane.org,40.37003,-104.705316
Emergency Food Bank,MONTE VISTA EMERGENCY FOOD BANK,245 Washington St,Monte Vista,CO,81144,RIO GRANDE COUNTY,Provides a food bank to hungry families and individuals.,No restrictions applied Area Served: Rio Grande County,"Tuesday, Friday, 2 p.m. - 4 p.m.",(719) 852-4851,No Website Listed,37.5785986,-106.1481967
Food Pantry,SERVE 6.8 RESOURCE CENTER,305 W Swallow Rd,Fort Collins,CO,80526,LARIMER COUNTY,Provides food for those in need. Select locations also provide: Hygiene items Cleaning supplies Pet food,"No restrictions applied Area Served: Larimer, Weld counties","Wednesday, 12 p.m. - 3 p.m.",(970) 449-5401,http://serve68.org/resource-center/,40.5448426,-105.0812299
Food Pantry,SERVE 6.8 RESOURCE CENTER,3000 W 16th St,Greeley,CO,80634,WELD COUNTY,Provides food for those in need. Select locations also provide:Hygiene itemsCleaning suppliesPet food,"No restrictions applied Area Served: Larimer, Weld counties","Tuesday, 10 a.m. - 1 p.m.",(970) 449-5401,http://serve68.org/resource-center/,40.4138387,-104.7296882
Food Pantry,SERVE 6.8 RESOURCE CENTER,4754 W 31st St,Greeley,CO,80634,WELD COUNTY,Provides food for those in need. Select locations also provide: Hygiene items Cleaning supplies Pet food,"No restrictions applied Area Served: Larimer, Weld counties","4th Thursday, 10 a.m. - 12 p.m.",(970) 449-5401,http://serve68.org/resource-center/,40.3871217,-104.7728991
Food Pantry,SERVE 6.8 RESOURCE CENTER,6502 E Crossroads Blvd.,Loveland,CO,80538,LARIMER COUNTY,Provides food for those in need. Select locations also provide:Hygiene items Cleaning supplies Pet food,"No restrictions applied Area Served: Larimer, Weld counties",Hours Vary (Building Hours),(970) 449-5401,http://serve68.org/resource-center/,40.435886,-104.97719
Food Pantry,SERVE 6.8 RESOURCE CENTER,186 Wilson Ave,Loveland,CO,80537,LARIMER COUNTY,Provides food for those in need. Select locations also provide:Hygiene items Cleaning supplies Pet food,"No restrictions applied Area Served: Larimer, Weld counties","4th Saturday, 10 a.m. - 12 p.m.",(970) 449-5401,http://serve68.org/resource-center/,40.3915255,-105.1153555
Food Pantry,SERVE 6.8 RESOURCE CENTER,6630 Brittany Dr,Fort Collins,CO,80525,LARIMER COUNTY,Provides food for those in need. Select locations also provide:Hygiene items Cleaning supplies Pet food,"No restrictions applied Area Served: Larimer, Weld counties","3rd Saturday, 10 a.m. - 11:30 a.m.",(970) 449-5401,http://serve68.org/resource-center/,40.4942339,-105.0615845
Food Pantry,JOYFUL JOURNEYS COMMUNITY ENRICHMENT,6900 W 117th Ave Suite 400,Broomfield,CO,80020,BROOMFIELD COUNTY,Offers a donation-based food pantry.,No restrictions applied Area Served: Statewide,"Monday - Saturday, 10 a.m. - 6 p.m.",(303) 667-9695,http://joyfuljourneys.org/food-pantry,39.9088316,-105.0732332
Food Pantry,SERVE 6.8 RESOURCE CENTER,1015 9th Ave,Greeley,CO,80631,WELD COUNTY,Provides food for those in need. Select locations also provide:Hygiene items Cleaning supplies Pet food,"No restrictions applied Area Served: Larimer, Weld counties","Tuesday, 11 a.m. - 1 p.m.",(970) 449-5401,http://serve68.org/resource-center/,40.4222626,-104.6927514
Food Pantry,DENVER INNER CITY PARISH,185 Lincoln Ave,Nunn,CO,80648,WELD COUNTY,Offers a client-choice food pantry to the community.,"No restrictions applied Area Served: Adams, Arapahoe, Broomfield, Denver, Douglas, Jefferson counties","Saturday, 9 a.m. - 1 p.m.",(303) 629-0636 Ext 6,http://dicp.org/hunger,40.7063105,-104.7823211
Food Pantry,CANYON VIEW VINEYARD CHURCH,2790 Belford Ave,Grand Junction,CO,81501,MESA COUNTY,Offers food assistance and groceries to families and individuals facing food insecurity.,No restrictions applied Area Served: Mesa County,"3rd Sunday, 12 p.m. - 1 p.m. (Food Pantry)",(970) 242-7970,http://canyonviewchurch.com,39.0755957,-108.5338936
LGBTQ+ Youth Support Services,INSIDE/OUT YOUTH SERVICES,516 W Colorado Ave,Colorado Springs,CO,80905,EL PASO COUNTY,"Provides support and activities for LGBTQIA+ youth who are questioning their sexuality. Offers a supervised drop-in recreation center, including: Support and discussion groups Food and clothing pantry Clothing Counseling referrals Suicide prevention education Sexual health education Leadership development opportunities Career and financial skills buildin...",Youth aged 13-22 who identify as LGBTQIA+ Area Served: El Paso County,"Monday - Friday, 3 p.m. - 7 p.m.",(719) 328-1056,http://insideoutys.org,38.8328295,-104.8347161
Emergency Food Assistance for Low-Income Households,SILVER KEY SENIOR SERVICES,1605 S Murray Blvd,Colorado Springs,CO,80916,EL PASO COUNTY,Provides emergency food assistance to low-income households through The Emergency Food Assistance Program (TEFAP).,Individuals must meet income guidelines or be participants in one of the following programs: Everyday Eats (CSFP) Supplem...,"Monday - Friday, 8 a.m. - 5 p.m.",(719) 884-2300,https://silverkey.org/services/senior-assistance/food-pantry/,38.8099777,-104.7490379
Food Pantry,CLEAR CREEK COUNTY DEPARTMENT OF HUMAN SERVICES,1969 Miner St PO Box 3669,Idaho Springs,CO,80452,CLEAR CREEK COUNTY,Provides food for those in the community facing food insecurity.,No restrictions applied Area Served: Clear Creek County,"Monday - Thursday, 7:30 a.m. - 5:30 p.m.",(303) 670-7550,http://clearcreekcounty.us/,39.7419684,-105.5120536
Food Box Distribution,PIKES PEAK UNITED WAY,1205 Potter Dr,Colorado Springs,CO,80909,EL PASO COUNTY,"Provides food boxes to anyone in need, using a drive-thru system.",No restrictions applied Area Served: Statewide,"1st, 3rd, Thursday, 10 a.m. (Until Supplies Last)",(719) 955-0742,No Website Listed,38.8495804,-104.7510448
Food Bank,FOOD BANK OF MEEKER,809 Park Ave,Meeker,CO,81641,RIO BLANCO COUNTY,Offers a food bank to community members in need.,Must live in the service area Area Served: City of Meeker,"Wednesday, 10 a.m. - 2 p.m.",(970) 878-5904,http://facebook.com/MeekerColoradoFoodBank/,40.0379349,-107.9170272
Food Pantry,CHERRY HILLS COMMUNITY CHURCH,3900 Grace Blvd,Highlands Ranch,CO,80126,DOUGLAS COUNTY,Offers a food pantry for community members in need.,No restrictions applied Area Served: Statewide,"Tuesday, 9 a.m. - 11:30 a.m.; 1st, 3rd Tuesday, 5...",(303) 791-4100,http://plentifulapp.com/,39.538147,-104.937975
Food Pantry,ANGEL BASKETS,700 W Colorado Ave,Telluride,CO,81435,SAN MIGUEL COUNTY,Provides those in need with food once per week. TEFAP and CSFP available at the Norwood location. Also provides quarterly food gift certificates for seniors...,Individuals must reside in San Miguel County or the west end of Montrose County. Additional eligibility requirements ma...,"Thursday, 1 p.m. - 6 p.m.",(970) 708-1947 (Telluride Location),http://tellurideangelbaskets.org/food-security,37.9395482,-107.819459
Food Pantry,ANGEL BASKETS,1225 Summit St,Norwood,CO,81423,SAN MIGUEL COUNTY,Provides those in need with food once per week. TEFAP and CSFP available at the Norwood location. Also provides quarterly food gift certificates for seniors...,Individuals must reside in San Miguel County or the west end of Montrose County. Additional eligibility requirements ma...,"Friday, 3 p.m. - 6 p.m.",(970) 708-1947 (Telluride Location),http://tellurideangelbaskets.org/food-security,38.131842,-108.295408
Food Pantry,GUNNISON COUNTRY FOOD PANTRY,114 S 14th St,Gunnison,CO,81230,GUNNISON COUNTY,"Provides food assistance for community members in need. All items provided can vary depending on current donations. Food provided includes: Perishable and non-perishable items (produce, milk, eggs, meat, etc...",Residents of the service area Area Served: Gunnison County,"Monday, 1 p.m. - 4 p.m.; Wednesday, 1 p.m. - 7 p....",(970) 641-4156,http://gunnisoncountryfoodpantry.org,38.544154,-106.932009
Food Pantry,SANCTUARY CHURCH,4120 E Fountain Blvd,Colorado Springs,CO,80916,EL PASO COUNTY,Offers a food pantry for community members in need.,No restrictions applied Area Served: El Paso County,"1st, 3rd Saturday, 1 p.m. - 3 p.m.",(719) 634-7232,http://thesanctuarywestside.org,38.8147865,-104.7511668
Showering Facility,SANCTUARY CHURCH,1930 W Colorado Ave,Colorado Springs,CO,80904,EL PASO COUNTY,Provides a showering facility for community members in need.,No restrictions applied Area Served: El Paso County,"Monday - Thursday, 10 a.m. - 2 p.m.",(719) 634-7232,http://thesanctuarywestside.org,38.8429159,-104.8542564
Food Pantry,MESA COUNTY SALVATION ARMY,1235 N 4th St,Grand Junction,CO,81501,MESA COUNTY,"Provides a food box to individuals, seniors and families in the community. Also offers weekend bags for individuals with no place to store or cook food...",No restrictions applied Area Served: Mesa County,"Monday, Wednesday, Thursday, Friday, 9 a.m. - 12 ...",(970) 242-7513,http://grandjunction.salvationarmy.org,39.0787296,-108.566771
Food Pantry,PINE RIVER SHARES,115 Ute St,Ignacio,CO,81137,LA PLATA COUNTY,Provides food for community members in need of assistance. Also offers a backpack of food for students attending the following schools to take home every weekend: Bayfield Elementary SchoolBayfield Primary School Ignacio Elementary Schoo...,"Must be residents of Bayfield and the Pine River Valley Area Served: Zip Codes Served: 81122, 81137, 81121","2nd Saturday, 11 a.m. - 12 p.m. (Food Pantry)",(970) 884-6040,http://pinerivershares.org,37.1154518,-107.6319927
Food Pantry,EAGLE VALLEY COMMUNITY FOUNDATION,PO Box 1580,Vail,CO,81658,EAGLE COUNTY,Provides food pantry markets featuring: ProduceMeatDairyBread Shelf-stable grocery items,No restrictions applied Area Served: Eagle County,"Monday - Friday, 9 a.m. - 5 p.m.",(970) 688-0001,http://eaglevalleycf.org/our-programs/the-community-market/,39.6438028,-106.3888231
Food Pantry,CATHOLIC CHARITIES OF CENTRAL COLORADO,14 W Bijou St,Colorado Springs,CO,80903,EL PASO COUNTY,Works to alleviate a temporary gap in food security for individuals and families. Offers: Food and nutrition programs Kitchen food boxes Food pantr...,"Individuals must: Be housed (this includes sober-living, apartments, houses) Have a refrigerator Be able to access transpo...","Monday - Friday, 9 a.m. - 3 p.m.",(719) 866-6288,No Website Listed,38.8367183,-104.8256465
Hot Meal,CARING & SHARING SALIDA,346 G St,Salida,CO,81201,CHAFFEE COUNTY,Provides a hot meal for anyone in need through the soup kitchen.,No restrictions applied Area Served:Chaffee County,Tuesday - Saturday 12 p.m. - 2 p.m.,(719) 539-4849,http://salidacaringsharing.org,38.534898,-105.9949991
Meals - Soup Kitchen - Praise Community Church,CARE AND SHARE - PUEBLO DISTRIBUTION CENTER,215 N Pikes Peak Ave,Florence,CO,81226,FREMONT COUNTY,Provides a Soup Kitchen,Residents of Fremont County Area Served: Fremont County,"Hours vary, see Service for specific Hours",(719) 784-1184,No Website Listed,38.393003,-105.116899
Soup Kitchen,FIRST UNITED METHODIST CHURCH OF CORTEZ,515 N Park St,Cortez,CO,81321,MONTEZUMA COUNTY,"Provides a warm lunch to individuals, seniors and families in Cortez, Dolores and Mancos.","For Individuals, Seniors and Families in Cortez, Dolores or Mancos. Area Served: Montezuma County","Monday - Friday, 9:00 am - 1:00 pm (administratio...",(970) 565-3002,http://www.facebook.com/First-United-Methodist-Church-of-Cortez-Colorado-138944362924723,37.3547784,-108.575647
Soup Kitchen (Rifle),LIFT-UP,200 E 4th St,Rifle,CO,81650,GARFIELD COUNTY,"Provides a warm meal to individuals, seniors and families in need.","For Low-Income Individuals, Seniors, and Families in Need Area Served: Garfield County","Tuesday, Thursday, 5:00 pm - 6:00 pm (dinner serv...",(970) 625-4496,http://www.liftup.org,39.532635,-107.781842
Sandwich Line,CATHEDRAL BASILICA OF THE IMMACULATE CONCEPTION,1530 Logan St,Denver,CO,80203,DENVER COUNTY,Serves sandwiches and coffee.,No restrictions applied Area Served: Statewide,"Monday - Friday, 9 a.m. - 4 p.m. (Office Hours)",(303) 831-7010,No Website Listed,39.7406915,-104.9820667
Hot Meal,CATHOLIC CHARITIES OF CENTRAL COLORADO,14 W Bijou St,Colorado Springs,CO,80903,EL PASO COUNTY,Offers meals to the public. To-go meals are distributed on an as-requested basis.,No restrictions applied Area Served:El Paso County,"Monday - Friday, 9 a.m. - 3 p.m.",(719) 475-7314,http://ccharitiescc.org/emergency-essential-services/,38.8367183,-104.8256465
General Assistance,FRIENDS OF SAINT ANDREW,1525 Dallas St,Aurora,CO,80010,ADAMS COUNTY,Provides:Food basketsPacked lunches to-go Personal grooming items Information and referrals Mail services,Individuals must be resident of Aurora and temporarily living with family/friends Area Served: City of Aurora,"Monday - Friday, 10:15 a.m. - 12:30 p.m. (Packed ...",(303) 364-2329,No Website Listed,39.7407432,-104.8767468
Hot Meal,SPRINGS RESCUE MISSION,5 W Las Vegas St,Colorado Springs,CO,80903,EL PASO COUNTY,Provides hot meals and sack lunches for those is need.,Adults aged 18 years and over Area Served: El Paso County,"Sunday - Saturday, 8 a.m. - 5 p.m.",(719) 632-1822,http://springsrescuemission.org,38.8184191,-104.8263849
Hot Meal & Showering Facilities,LA PUENTE,913 State Ave,Alamosa,CO,81101,ALAMOSA COUNTY,Provides 3 meals a day and public showers that are open to the community and guests who are currently residing at the La Puente shelter...,"No restrictions applied Area Served:Alamosa, Conejos, Costilla, Rio Grande, Saguache counties","Monday - Sunday, 6 a.m. - 10 p.m.",(719) 589-5909,http://lapuentehome.org,37.4632287,-105.865571
Soup Kitchen,GRAND VALLEY CATHOLIC OUTREACH,245 S 1st St,Grand Junction,CO,81501,MESA COUNTY,"Provides a balanced, nutritional, and hot meals.",No restrictions applied Area Served: Mesa County,"Monday - Friday, 9 a.m. - 11:30 a.m.",Want to update this listing? Claim your Agency,(970) 243-0091,39.0655869,-108.5712505
Hot Meals,LOVELAND'S COMMUNITY KITCHEN,427 N Garfield Ave,Loveland,CO,80537,LARIMER COUNTY,Provides hot meals and a sustainable food bag to support those in need.,No restrictions applied Area Served:Larimer County,"Monday - Friday, 7 a.m. - 8:30 a.m. (Breakfast), ...",(970) 278-1726,http://lovelandcommunitykitchen.org,40.3958442,-105.0780425
Meals / Soup Kitchen,PUEBLO COMMUNITY SOUP KITCHEN,422 W 7th St,Pueblo,CO,81003,PUEBLO COUNTY,Provides a light breakfast (pastries and coffee) and a noon meal for individuals in need. Meals are served outdoors.,Any individuals desiring meal Area Served:Pueblo County,"Monday - Saturday, 7 a.m. - 12 p.m.; 8:30 a.m. -...",(719) 545-6540,https://www.coloradogives.org/organization/PuebloCommunitySoupKitchen,38.2732962,-104.6120585
Meal Services,HAVEN OF HOPE,1101 W 7th Ave,Denver,CO,80204,DENVER COUNTY,"Provides breakfast, four-course hot lunch, and sack lunches for those in need. Hygiene products, clothing,",and pet food are available upon request...,No restrictions applied Area Served:Statewide,"Monday - Friday, 7 a.m. - 9:30 a.m., 10:30 a.m. -...",(303) 607-0855,39.7274809,-105.0020582
Soup Kitchen,ST. BARNABAS OF THE VALLEY EPISCOPAL CHURCH,111 W North St,Cortez,CO,81321,MONTEZUMA COUNTY,Provides a soup kitchen offering take-out options for meals. Services include one bottled or canned beverage and assistance in bringing meal to sidewalk and ground level for guests...,No restrictions applied Area Served:Montezuma County,"Monday - Thursday, 9 a.m. - 12 p.m.",(970) 565-7865,http://stbarnabascortez.org/graces,37.3497649,-108.5868148
Soup Kitchen,THRIVE CHURCH,2720 W 92nd Ave,Federal Heights,CO,80260,ADAMS COUNTY,Provides hot meals to families in need.,Families experiencing food insecurity Area Served: Statewide,"Monday, 12 p.m. - 5 p.m.; Tuesday - Friday, 9 a.m...",(303) 428-9535,http://wethrive.org,39.8634187,-105.0211161
"Breakfast, Showers & Morning Access to Shelter",ALL ROADS SHELTER,4869 Broadway,Boulder,CO,80304,BOULDER COUNTY,Offers shelter intake for individuals experiencing homelessness to have access to shelter and services even if individuals did not stay overnight...,Adults experiencing homelessness who have gone through the countywide Coordinated Entry System Area Served: Boulder Coun...,"Monday - Sunday, Hours Vary",(303) 442-4646,http://allroadsboco.org/,40.0625882,-105.282615
Soup Kitchen,PIKES PEAK PARK BAPTIST CHURCH,3725 El Morro Rd,Colorado Springs,CO,80910,EL PASO COUNTY,Offers a hot meal to individuals in need.,No restrictions applied Area Served: El Paso County,"Monday - Thursday, 9 a.m. - 4 p.m.; Thursday, 11:...",(719) 597-9004,http://pppbc.org,38.8003083,-104.7599491
Soup Kitchen,MANNA SOUP KITCHEN,1100 Avenida Del Sol,Durango,CO,81301,LA PLATA COUNTY,"Provides quality, balanced meals in a safe and respectful environment for food-insecure community members.",No restrictions applied Area Served: La Plata County,"Monday - Friday, 8 a.m. - 4 p.m.",(970) 385-5095,http://mannasoupkitchen.org,37.2775658,-107.8859654
Emergency Food Box,MANNA SOUP KITCHEN,1100 Avenida Del Sol,Durango,CO,81301,LA PLATA COUNTY,"Provides emergency food box for individuals, seniors, and families in need.",Must be:Low-income individualsSeniorsFamilies experiencing food insecurity Area Served: La Plata County,"Monday - Friday, 8 a.m. - 4 p.m.",(970) 385-5095,http://mannasoupkitchen.org,37.2775658,-107.8859654
Food Market,MANNA SOUP KITCHEN,1100 Avenida Del Sol,Durango,CO,81301,LA PLATA COUNTY,Offers a food market for individuals to shop for themselves at no cost and no limit. All food is donated by: Individuals WalMart North and South City Markets Albertson's Starbucks Several other location...,Must be:Low-income individuals Seniors Families experiencing food insecurity Area Served: La Plata County,"Monday - Friday, 8 a.m. - 4 p.m.",(970) 385-5095,http://mannasoupkitchen.org,37.2775658,-107.8859654
Soup Kitchen (Glenwood Springs),LIFT-UP,824 Cooper Ave,Glenwood Springs,CO,81601,GARFIELD COUNTY,"Provides a warm meal to individuals, seniors and families in need.","For Low-Income Individuals, Seniors and Families in Need Area Served: Garfield County","Monday - Friday, 5:00 pm - 6:00 pm (dinner servic...",No Phone Listed,http://www.liftup.org,39.5462993,-107.3236027
SNAP Application Assistance & Outreach,MANNA SOUP KITCHEN,1100 Avenida Del Sol,Durango,CO,81301,LA PLATA COUNTY,Offers SNAP application assistance and answers questions to help make the process more approachable for clients. Also assists with six month re-determinations and case updates...,No restrictions applied Area Served: La Plata County,"Monday - Friday, 8 a.m. - 4 p.m.",(970) 385-5095,http://mannasoupkitchen.org/snap-assistance-outreach,37.2775658,-107.8859654
Grab-and-Go Hot Meals,LOAVES AND FISHES MINISTRIES OF FREMONT COUNTY,241 Justice Center Rd,Cañon City,CO,81212,FREMONT COUNTY,Grab-and-Go Hot Meals are served every day and open to anyone who is hungry.,Anyone who is hungry Area Served: Fremont county,"Monday - Friday, 8 a.m. - 4 p.m.",(719) 275-0593,http://www.lfministries.org,38.4466001,-105.1832613
Homeless Assessment Coordinated Entry,PUEBLO COMMUNITY SOUP KITCHEN,422 W 7th St,Pueblo,CO,81003,PUEBLO COUNTY,Homeless Assessment tool for Coordinated Entry for unhoused individuals can be assessed for appropriate referrals,"Unhoused individuals that are truly unhoused, can't be living staying with family or friends Area Served: Pueblo County","Monday - Saturday, 7 a.m. - 12 p.m.; 8:30 a.m. -...",(719) 545-6540,https://www.coloradogives.org/organization/PuebloCommunitySoupKitchen,38.2732962,-104.6120585
